artist,genre,Start,End,Location,Hotttnesss,Discovery,Familiarity
Whitey Johnson,acoustic blues,"Tennessee, US",2000,2010,0.267075,0.244912,0.2344373004027797
Tracy Spring,acoustic blues,"Un', Sverdlovsk Oblast, RU",9999,9999,0.131201,0.25433,0.24345249972005847
Nico Backton & Wizards of Blues,acoustic blues,"Perpignan, Languedoc-Roussillon, FR",9999,9999,0.227537,0.254132,0.06115531481121792
Ricky Ford quartet,acoustic blues,United States,9999,9999,0.019954,0.254222,0.24334911879775376
Mark S. Greer,acoustic blues,"California, US",9999,9999,0.055733,0.254233,0.2433596483361366
Lara Stephen,acoustic blues,"New South Wales, AU",9999,9999,0.107295,0.252955,0.2421363074221971
John Carroll & The Trusty Sidekicks,acoustic blues,CANADA - Ontario,9999,9999,0.029931,0.261091,0.24992433690248808
Jeanne O'Connor,acoustic blues,"New York, NY, US",9999,9999,0.172248,0.260358,0.24922268675388268
Nic Arp,acoustic blues,"Iowa City, IA, US",9999,9999,0.085041,0.25995,0.24883213660295367
Mike Baytop,acoustic blues,none,9999,9999,0.015813,0.260366,0.24923034459997934
Ryan LaPlante,acoustic blues,"Minneapolis, MN, US",9999,9999,0.112534,0.260359,0.24922364398464478
Andrew Eastmond,acoustic blues,"Louisiana, US",9999,9999,0.11334,0.257698,0.24667645292674725
David O'leary,acoustic blues,"New South Wales, AU",9999,9999,0.122424,0.257594,0.24657690092749082
Sean Unmuth,acoustic blues,"Wisconsin, US",9999,9999,0.033142,0.257624,0.2466056178503533
Themilkman,acoustic blues,"New York, NY, US",9999,9999,0.091852,0.25762,0.0
Jerry McCann,acoustic blues,"California, US",9999,9999,0.188197,0.257596,0.246578815389015
Lin Mulhern,acoustic blues,"Minnetonka, MN, US",9999,9999,0.115902,0.257705,0.24668315354208184
The As You Go Band,acoustic blues,Colorado,9999,9999,0.11713,0.257748,0.24672431446485127
Kurt Aemmer & Adrian Clarke,acoustic blues,Washington,9999,9999,0.023166,0.257605,0.2465874304658737
The Second Fiddles,acoustic blues,"New York, NY, US",9999,9999,0.144043,0.260319,0.24918535475416156
Rob Tobias,acoustic blues,Oregon,9999,9999,0.069148,0.260181,0.24905325690899435
Jeremy Rourke,acoustic blues,"San Francisco, CA, US",9999,9999,0.114829,0.260145,0.24901879660155946
Alador,acoustic blues,"West Virginia, US",9999,9999,0.037986,0.260058,0.24893551752525842
Dustin Schmidt,acoustic blues,"Seattle,Washington,United States",9999,9999,0.221574,0.260016,0.24889531383325103
Gary Wayne Morris,acoustic blues,"Tennessee, US",9999,9999,0.0,0.255657,0.01043292885759681
Hot Laundry,acoustic blues,"Seattle,Washington,United States",9999,9999,0.126661,0.255644,0.24471030094143287
Tyler Stock,acoustic blues,"Tennessee, US",9999,9999,0.0,0.255743,0.2430504627999845
Andy Ewen,acoustic blues,"Wisconsin, US",9999,9999,0.033143,0.259289,0.24819940706921811
Bane Shaman,acoustic blues,"Los Angeles, CA, US",9999,9999,0.093575,0.25927,0.24818121968473858
Four Whole Weeks,acoustic blues,"Los Angeles, CA, US",9999,9999,0.009977,0.259332,0.2482405679919876
Jon Buck,acoustic blues,United Kingdom,9999,9999,0.139656,0.259251,0.24816303230025907
Richard Stekol,acoustic blues,United States,9999,9999,0.136029,0.259351,0.24825875537646713
Mario Aguirre,acoustic blues,Argentina,9999,9999,0.172487,0.258359,0.24730918246048278
Rudy Young,acoustic blues,"Florida, US",9999,9999,0.099437,0.258314,0.24726610707618915
KierstinGray,acoustic blues,"New York, NY, US",9999,9999,0.101507,0.258983,0.24790649445602136
The Kings Of Mongrel Folk,acoustic blues,none,9999,9999,0.019954,0.258282,0.24723547569180257
Marjorie Long,acoustic blues,"Kentucky, US",9999,9999,0.039069,0.258282,0.24723547569180257
Kip Fritcher,acoustic blues,"Michigan, US",9999,9999,0.0,0.256902,0.0
Acoustic Travellers,acoustic blues,none,9999,9999,0.103786,0.256902,0.2459144972401308
OneKingPoets,acoustic blues,UK - England - London,9999,9999,0.0,0.256902,0.0
Denny Snyder,acoustic blues,"Quebec, Quebec, CA",9999,9999,0.037995,0.256584,0.245610097857789
Barry Crompton,acoustic blues,"Los Angeles, CA, US",2000,2000,0.028009,0.256902,0.2459144972401308
Hoodoo Papas,acoustic blues,"Louisiana, US",9999,9999,0.029938,0.256626,0.24565030154979647
Matt Petrides,acoustic blues,"New Jersey, US",9999,9999,0.0,0.256902,0.0
Dr. Johnny Feelgood,acoustic blues,"Tennessee, US",9999,9999,0.015813,0.256902,0.2459144972401308
DavidCrabtree & Dick Weissman,acoustic blues,Oregon,9999,9999,0.009977,0.256902,0.2459144972401308
Roosevelt Skyes,acoustic blues,none,9999,9999,0.06879,0.262376,0.25115437843176214
Michael Roach,acoustic blues,"Washington, DC, US",1990,1990,0.217228,0.262326,0.2511065168936581
Gary Gordon,acoustic blues,United States,9999,9999,0.195658,0.262164,0.250951445510201
Randy Thurman,acoustic blues,"Tennessee, US",9999,9999,0.129436,0.261669,0.2504776162829709
The Tabletop Three,acoustic blues,"New York, NY, US",9999,9999,0.090843,0.2608,0.24964578275072247
Chicago Red,acoustic blues,"Chicago, IL, US",9999,9999,0.202513,0.260777,0.24962376644319462
David L Childers,acoustic blues,none,9999,9999,0.028009,0.260583,0.24943806367535093
Pedro Arévalo,acoustic blues,United States,2000,2000,0.043209,0.260383,0.2492466175229347
Luke Sayers & The Last to Know,acoustic blues,"Illinois, US",9999,9999,0.038979,0.260831,0.249675456904347
Dane Hinkle,acoustic blues,"Greeneville, TN, US",9999,9999,0.088253,0.26068,0.2495309150592728
Dave Wilson,acoustic blues,"Los Angeles, CA, US",9999,9999,0.273783,0.260679,0.2495299578285107
Lang Termes,acoustic blues,"Montana, US",9999,9999,0.068791,0.260677,0.2495280433669865
Greg Cross,acoustic blues,"San Francisco, CA, US",9999,9999,0.182152,0.26297,0.25172297350443823
Felony Blues Band,acoustic blues,"Harlingen, Friesland, NL",9999,9999,0.040781,0.26277,0.25153152735202206
Even Keel,acoustic blues,"San Diego, CA, US",9999,9999,0.24181,0.262616,0.2513841138146616
Mark Schlaefer,acoustic blues,"Colorado, US",9999,9999,0.105344,0.262454,0.2512290424312045
Menhirs of ErGrah,acoustic blues,UK - England - South East,9999,9999,0.042403,0.260952,0.24979128182655883
Mark McDonald,acoustic blues,"California, US",9999,9999,0.225256,0.261052,0.2498870049027669
Traeder,acoustic blues,"Saginaw, MI, US",9999,9999,0.196576,0.260617,0.24947060952126165
Frank Meyer,acoustic blues,"Texas, US",1990,2010,0.146675,0.261457,0.2502746833614097
Karla Causey,acoustic blues,"North Carolina, US",9999,9999,0.138063,0.260941,0.2497807522881759
Billy Southern,acoustic blues,"Minnesota, US",9999,9999,0.137211,0.260942,0.249781709518938
Laura Dare,acoustic blues,"San Francisco, CA, US",9999,9999,0.015813,0.260795,0.2496409965969121
The Hofners,acoustic blues,"Great Britain, GB",9999,9999,0.042381,0.260726,0.24957494767432853
Ki-Tun,acoustic blues,"New York, NY, US",9999,9999,0.119425,0.260659,0.24951081321326904
Nancy Sferra,acoustic blues,none,9999,9999,0.126959,0.260505,0.2493633996759086
Tom Wirtanen,acoustic blues,"Boston, MA, US",9999,9999,0.043822,0.260453,0.24931362367628038
Herbert H Herbert,acoustic blues,Germany,9999,9999,0.076489,0.260482,0.24934138336838074
U.W. Belzz,acoustic blues,GERMANY,9999,9999,0.138265,0.26045,0.24931075198399416
Gene Bush,acoustic blues,"Tennessee, US",9999,9999,0.031635,0.2614,0.2502201212079711
Sonny Boy Williamson I. (John Lee),acoustic blues,none,9999,9999,0.169219,0.261186,0.25001527382488575
Peter Struijk,acoustic blues,none,9999,9999,0.13769,0.261357,0.25017896028520165
Hugh Pool,acoustic blues,"New York, NY, US",1983,9999,0.228239,0.261129,0.24996071167144712
Rowster,acoustic blues,"Berlin, Berlin, DE",9999,9999,0.204665,0.261083,0.24991667905639142
Erik Vanhorn,acoustic blues,"Boyne City, MI, US",9999,9999,0.179463,0.260232,0.056762403720301814
Jerry Rasmussen,acoustic blues,"Connecticut, US",9999,9999,0.035767,0.260175,0.24904751352442187
Lascivious Deacons,acoustic blues,"Staunton, VA, US",9999,9999,0.142773,0.260307,0.2491738679850166
Satchel Jones,acoustic blues,"New York, NY, US",9999,9999,0.032537,0.260302,0.24916908183120612
Nigel Egg,acoustic blues,"Minneapolis, MN, US",9999,9999,0.194184,0.260303,0.24917003906196825
xica,acoustic blues,"Miami,Florida,United States",9999,9999,0.131956,0.260151,0.24902453998613194
Alyson Jay,acoustic blues,"Flagstaff, AZ, US",9999,9999,0.128507,0.260113,0.24898816521717285
Chris Crown,acoustic blues,none,9999,9999,0.149267,0.260287,0.24915472336977496
Christiaan Oyens,acoustic blues,"Rio de Janeiro, Rio de Janeiro, BR",2000,2010,0.179139,0.260282,0.24914993721596454
George Cahill,acoustic blues,Pa,9999,9999,0.197529,0.260172,0.24904464183213562
Rick Vickery,acoustic blues,United States,9999,9999,0.08181,0.260018,0.24889722829477517
Lucky Jean,acoustic blues,"Mandeville, LA, US",9999,9999,0.029931,0.25993,0.248812991987712
Neil Harpe,acoustic blues,"Maryland, US",9999,9999,0.046911,0.265694,0.2543304701003468
Short Term Hedonist,acoustic blues,"Victoria, AU",9999,9999,0.171813,0.265253,0.25390833133426916
Marjorie Thompson,acoustic blues,"Rhode Island, US",9999,9999,0.231556,0.26014,0.249014010447749
J. Thibodeau,acoustic blues,"Rhode Island, US",9999,9999,0.064115,0.260126,0.24900060921707992
Winston Hall,acoustic blues,"Shreveport,Louisiana,United States",9999,9999,0.109213,0.260125,0.24899965198631782
Hard Pushin' Papa,acoustic blues,"Athens,Greece",9999,9999,0.12682,0.260062,0.24893934644830673
Gail Muldrow,acoustic blues,"San Francisco, CA, US",9999,9999,0.153127,0.260043,0.2489211590638272
Tom Schafer,acoustic blues,"Florida, US",9999,9999,0.187379,0.260034,0.24891254398696844
Sean Wiggins,acoustic blues,"Los Angeles, CA, US",9999,9999,0.19695,0.255046,0.2441378769457085
David John Ricci,acoustic blues,"North Carolina, US",9999,9999,0.119717,0.25393,0.24306960741522607
John Patrick Williams,acoustic blues,"Montana, US",9999,9999,0.015813,0.253753,0.24290017757033777
Diamond Dac Charnley,acoustic blues,"Yorkshire, England, GB",9999,9999,0.123959,0.253741,0.24288869080119277
R. Dee Putnam,acoustic blues,"Utah, US",9999,9999,0.028009,0.253737,0.24288486187814445
Burnt Biskits,acoustic blues,"Nebraska, US",9999,9999,0.028009,0.253725,0.24287337510899948
Laura Figueroa,acoustic blues,"Orlando,Florida,United States",9999,9999,0.152822,0.254009,0.24314522864543048
Bing Bang Boys,acoustic blues,"Texas, US",9999,9999,0.158114,0.253682,0.24283221418623002
Don Paul Way,acoustic blues,"New York, NY, US",9999,9999,0.019954,0.254115,0.24324669510621105
CC Honeycutt,acoustic blues,"Los Angeles, CA, US",9999,9999,0.033142,0.253906,0.24304663387693615
David Graybeard,acoustic blues,"Ithaca, NY",9999,9999,0.024171,0.253941,0.24308013695360894
Edward Dee,acoustic blues,"San Francisco, CA, US",9999,9999,0.140029,0.254714,0.2438200763326976
The Beef Slough Boys,acoustic blues,"Winona, MN, US",9999,9999,0.176473,0.254703,0.2438095467943147
John Nickerson,acoustic blues,"Massachusetts, US",9999,9999,0.12371,0.254681,0.24378848771754888
John Kays,acoustic blues,"Virginia, US",9999,9999,0.137956,0.254033,0.24316820218372046
Jim Almand,acoustic blues,"New Mexico, US",9999,9999,0.07799,0.253683,0.2428331714169921
Franz Kahale,acoustic blues,"Hawaii, US",9999,9999,0.113993,0.253723,0.2428714606474753
Hook jaw Brown,acoustic blues,"Big Bend, CA, US",9999,9999,0.198132,0.254488,0.24360374218046726
Nora Wixted,acoustic blues,"Louisiana, US",9999,9999,0.046331,0.254471,0.2435874692575119
Lorenzo Thompson,acoustic blues,"Tampa, FL, US",9999,9999,0.169749,0.265498,0.254142852870979
Hydraulic Woman,acoustic blues,"Minnesota, US",9999,9999,0.186732,0.263322,0.2520599187326908
Whale Cry,acoustic blues,"San Francisco Bay Area, CA, US",9999,9999,0.140357,0.26323,0.2519718535025793
Elliot Steger,acoustic blues,"Massachusetts, US",9999,9999,0.049428,0.263161,0.25190580457999573
Brownie And Sonny,acoustic blues,none,9999,9999,0.117234,0.261063,0.2498975344411498
H.P.,acoustic blues,France,9999,9999,0.187447,0.260377,0.24924087413836227
The Dillon Brothers,acoustic blues,"Michigan, US",9999,9999,0.035784,0.263413,0.25214702673204015
Mister Doo,acoustic blues,United Kingdom,9999,9999,0.140885,0.26336,0.2520962935016498
Lonesome Owl Band,acoustic blues,none,9999,9999,0.009982,0.263328,0.2520656621172632
Marcel Soulodre,acoustic blues,"Waterloo, IL, US",9999,9999,0.163743,0.263247,0.2519881264255347
Adam Hole,acoustic blues,Australia,2000,2010,0.303052,0.263257,0.25199769873315553
Kansas City Blues Strummers,acoustic blues,none,9999,9999,0.088941,0.263934,0.2526457439590843
Loren Schulte,acoustic blues,"Battle Ground, WA, US",9999,9999,0.163097,0.263791,0.25250885996010675
Tara Jo Oliver,acoustic blues,"Shepherdsville, KY, US",9999,9999,0.0,0.264141,0.24384017817870127
Oliver Mally & Raphael Wressnig,acoustic blues,Austria,9999,9999,0.037994,0.263072,0.25182061104217046
Kinzel & Hyde,acoustic blues,"Oregon, US",1997,9999,0.163309,0.263097,0.25184454181122257
Lee Sankey,acoustic blues,"London, England, GB",9999,9999,0.217823,0.216596,0.12207504881834415
Bob Urh & The Bare Bones,acoustic blues,"San Francisco,California,United States",9999,9999,0.260228,0.213104,0.10938068936631937
Smyrna,acoustic blues,none,9999,9999,0.308661,0.214753,0.20556817784917908
Generic You,acoustic blues,"Oregon, US",9999,9999,0.034515,0.259764,0.24865409168120658
Al Cohen,acoustic blues,"New York, NY, US",9999,9999,0.064282,0.25976,0.24865026275815824
Mark Scott Lamountain,acoustic blues,"California, US",9999,9999,0.029931,0.259749,0.0
Booker Orchestra,acoustic blues,none,9999,9999,0.07926,0.259857,0.24874311414208014
Phillip Aijian,acoustic blues,"Los Angeles, CA, US",9999,9999,0.101303,0.259745,0.24863590429672705
Zoumana Tereta,acoustic blues,United States,9999,9999,0.145485,0.260089,0.24896519167888292
The Jackie Frost Ensemble,acoustic blues,"Richmond,Virginia,United States",9999,9999,0.145614,0.260526,0.2493835015219123
The Moe Hansum Band,acoustic blues,"Houston,Texas,United States",9999,9999,0.015821,0.259834,0.24872109783455226
Brian Kendig,acoustic blues,"Jarrettsville, MD, US",9999,9999,0.123336,0.259783,0.24867227906568612
Count Ridicula,acoustic blues,"Tennessee, US",9999,9999,0.04078,0.259854,0.24874024244979387
Morri Namaste,acoustic blues,"Colorado, US",9999,9999,0.02579,0.259767,0.24865696337349286
Phil Circle,acoustic blues,"Austin, Chicago, IL, US",9999,9999,0.163896,0.259769,0.24865887783501703
Travis Damron Project,acoustic blues,Texas,9999,9999,0.051203,0.261015,0.2498515873645699
Homesick Mac,acoustic blues,"Helsingborg, Sweden",9999,9999,0.163787,0.261013,0.24984967290304574
The Wildlife Band,acoustic blues,Florida,9999,9999,0.111951,0.258983,0.24790649445602136
Patrick Michael Alaggio,acoustic blues,"Vermont, US",9999,9999,0.02579,0.258983,0.24790649445602136
Thomas & The More,acoustic blues,California,9999,9999,0.0,0.258983,0.0
Joe Rohan,acoustic blues,"Cleveland, OH, US",9999,9999,0.132041,0.258983,0.24790649445602136
Hoserod,acoustic blues,"Nebraska, US",9999,9999,0.019954,0.258983,0.24790649445602136
John Slaby,acoustic blues,"Wisconsin, US",9999,9999,0.0,0.258983,0.0
Mitch Elrod,acoustic blues,"New York, NY, US",1990,1990,0.136861,0.258983,0.24790649445602136
Elmo Parsley & Lio Safflower,acoustic blues,NY - Upstate NY,9999,9999,0.0,0.258983,0.0
Joe Gayon,acoustic blues,France,9999,9999,0.019954,0.259363,0.24827024214561214
Akira Kikuchi & Coffee House Boys,acoustic blues,JAPAN,9999,9999,0.019954,0.261022,0.24985828797990445
Ka Huila,acoustic blues,"Vancouver, British Columbia, CA",9999,9999,0.168028,0.26102,0.2498563735183803
Marji Curran Trio,acoustic blues,Australia,9999,9999,0.163897,0.260868,0.249710874442544
KC Kelly,acoustic blues,"British Columbia, CA",9999,9999,0.189728,0.259463,0.24836596522182022
John Brady,acoustic blues,"New York, NY, US",2009,2009,0.151322,0.25946,0.248363093529534
Miriam Jarquin & Blues Latino,acoustic blues,Costa Rica,9999,9999,0.045131,0.259459,0.24836213629877188
Gerry Generic,acoustic blues,"Springfield, IL, US",9999,9999,0.079823,0.258983,0.24790649445602136
J.C. Allen,acoustic blues,"Mansfield, OH, US",9999,9999,0.0,0.258983,0.25184837073427085
Dakota Kap,acoustic blues,"South Dakota, US",9999,9999,0.09656,0.258983,0.24790649445602136
Mike Blair & The Silvermoon Orchestra,acoustic blues,North Carolina,9999,9999,0.015813,0.258983,0.24790649445602136
Danny Bastos,acoustic blues,Colorado,9999,9999,0.114797,0.258889,0.24781651476438568
Kitty Brewster,acoustic blues,UK - England - North East,9999,9999,0.043822,0.258724,0.24765857168864236
Lawrence Langston,acoustic blues,"Sugar Hill, NH, US",9999,9999,0.06788,0.258454,0.2474001193828805
Andrew Gerardi Band,acoustic blues,"New York,New York,United States",9999,9999,0.061435,0.258983,0.24790649445602136
Louise Perryman,acoustic blues,"New South Wales, AU",9999,9999,0.238854,0.176837,0.16927381627411622
Reckless Johnny Wales,acoustic blues,"Tennessee, US",9999,9999,0.027429,0.175978,0.16845155504948867
Chris Ramey,acoustic blues,"San Francisco, CA, US",9999,9999,0.136606,0.174672,0.04690483281075501
Roger Hubbard,acoustic blues,none,9999,9999,0.136022,0.172255,0.0
Annie & Amy,acoustic blues,"Wyoming, US",9999,9999,0.130292,0.174101,0.048698222200311524
The Rustics,acoustic blues,"San Francisco, CA, US",9999,9999,0.221742,0.178618,0.17097864426138248
Blind John O'Gunn,acoustic blues,Africa,9999,9999,0.204619,0.176805,0.06453880902992065
David COCO,acoustic blues,none,2000,2000,0.063796,0.173527,0.16610538245162815
Brownie & Sonny,acoustic blues,none,9999,9999,0.15298,0.12626,0.035771909784460335
Cathead Biscuit,acoustic blues,none,9999,9999,0.163318,0.129358,0.0466348632876042
Molly and Sonny Boy,acoustic blues,"New Ulm, MN, US",9999,9999,0.166441,0.120608,0.11544968775306419
Blue Delta,acoustic blues,Fife,9999,9999,0.200437,0.126747,0.12132612740147938
The Travelling Head Case,acoustic blues,CANADA - Québec,9999,9999,0.050327,0.12102,0.11584406682704156
Tyson Vogel,acoustic blues,"San Francisco, CA, US",2002,9999,0.217537,0.134427,0.1286776596542614
Ravinwolf,acoustic blues,"Ellensburg, WA, US",9999,9999,0.208597,0.133975,0.1282449913498008
David Callahan,acoustic blues,"Villa Rica,Georgia,United States",9999,9999,0.18111,0.125552,0.03085401271200954
Lamiela,acoustic blues,Belgium,9999,9999,0.234367,0.129104,0.07483355933973644
Frank Lee & Adam Tanner,acoustic blues,North Carolina,9999,9999,0.009977,0.119432,0.11432398437685692
Alder St. All-Stars,acoustic blues,"Oregon, US",9999,9999,0.11535,0.165015,0.15795743420479474
Silver Unknown,acoustic blues,United States,9999,9999,0.098652,0.108341,0.10370733799461666
Jennifer Kravassi,acoustic blues,"Virginia, US",9999,9999,0.138483,0.111343,0.0
Memphis Minnie McCoy,acoustic blues,none,9999,9999,0.082403,0.114746,0.010787838037387736
Peter Demian,acoustic blues,"California, US",9999,9999,0.112503,0.112874,0.045270246740490266
Kent Cooper,acoustic blues,"North Carolina, US",9999,9999,0.112369,0.11809,0.019588733309558147
Saint Andrew,acoustic blues,"Heaven Heights, Freetown, MA, US",9999,9999,0.304311,0.116607,0.03176342496136004
The Manifolds,acoustic blues,"Pennsylvania, US",9999,9999,0.172608,0.115837,0.11088273978717578
Buck Adams,acoustic blues,"Los Angeles, CA, US",9999,9999,0.138459,0.118105,0.11305373915557547
John Renbourn's Ship Of Fools,acoustic blues,none,9999,9999,0.140473,0.152549,0.14602459552469313
Marc Pessar,acoustic blues,"Virginia Beach, VA, US",9999,9999,0.071585,0.197865,0.18940246473915534
Tommy Ventura,acoustic blues,"Idaho Springs, CO, US",9999,9999,0.140658,0.111638,0.031508491591376496
William Clarke Band,acoustic blues,none,9999,9999,0.150743,0.110829,0.02475789454024999
Bluesman Tom Malafarina,acoustic blues,"Pennsylvania, US",9999,9999,0.114437,0.10797,0.10335220538188461
AURA3,acoustic blues,United States,9999,9999,0.160421,0.106984,0.10240837585047276
Jay Mark,acoustic blues,"Los Angeles, CA, US",9999,9999,0.150825,0.108205,0.0
Peter Burg,acoustic blues,"Colorado, US",9999,9999,0.129619,0.112373,0.10756689242732723
Robert Crotty,acoustic blues,"Connecticut, US",1990,2000,0.103578,0.11158,0.0165765846987183
Curly Weaver,acoustic blues,none,9999,9999,0.148257,0.108369,0.034840357361111976
Phil Risen,acoustic blues,"New York, NY, US",9999,9999,0.113086,0.104773,0.1002919386355117
Brint Anderson,acoustic blues,none,1990,2000,0.156503,0.105201,0.10070163340168235
allboutguitar,acoustic blues,none,9999,9999,0.337932,0.184806,0.1367165521861161
Willie '61' Blackwell & William Brown,acoustic blues,none,9999,9999,0.076058,0.196845,0.008895890780578182
Dalton Reed,acoustic blues,"Cade, LA, US",1990,2000,0.20393,0.188589,0.05243240356200252
Frank Hovington,acoustic blues,"Reading, PA, US",1970,1980,0.206341,0.186243,0.17827752882225004
Sonny Terry & Brownie MC Ghee,acoustic blues,none,9999,9999,0.069383,0.179358,0.0088765171861922
Игорь Лазарев,acoustic blues,none,9999,9999,0.075371,0.190579,0.1824280814066332
The Raven(s),acoustic blues,none,9999,9999,0.254092,0.189901,0.045738692495463563
Tim Tallent,acoustic blues,"Tennessee, US",9999,9999,0.070389,0.126541,0.1211289378644907
Erik VanHorn,acoustic blues,"Boyne City, MI, US",9999,9999,0.179669,0.124189,0.1188775311120762
Frank Schwartz & Teresa Whitaker,acoustic blues,"Connecticut, US",9999,9999,0.055787,0.153771,0.14719433151595607
Sandy Connolly,acoustic blues,"Connecticut, US",9999,9999,0.062206,0.137957,0.04563158507109472
short term hedonist,acoustic blues,AUSTRALIA,9999,9999,0.172183,0.153872,0.14729101182292628
JD Hobson,acoustic blues,"California, US",9999,9999,0.179207,0.152949,0.09895015183650743
theMilkMan,acoustic blues,"New York,New York,United States",9999,9999,0.171658,0.142474,0.13638049559672713
David Crabtree,acoustic blues,none,9999,9999,0.136262,0.110524,0.10579697274823946
DK Jones,acoustic blues,"Missouri, US",9999,9999,0.015813,0.10804,0.10341921153523029
Ricker Winsor,acoustic blues,"Vermont, US",9999,9999,0.009977,0.115456,0.0001549176066660792
Dawn 'n Blueclover,acoustic blues,CANADA - B.C.,9999,9999,0.062926,0.123158,0.11789062619637071
Mr. David Booker,acoustic blues,"Denver, CO",9999,9999,0.090669,0.191521,0.1833297927845135
Johnny Shines & Snooky Pryor,acoustic blues,none,9999,9999,0.087029,0.194945,0.18660735091387884
Kingsnakes,acoustic blues,"Detroit, MI, US",9999,9999,0.18683,0.193118,0.18485849031155685
Hans Thessink,acoustic blues,none,9999,9999,0.182898,0.184083,0.1762099103761551
Gemma Heaney,acoustic blues,"Letterkenny, Donegal, IE",9999,9999,0.19786,0.216734,0.20746445198886154
Kelly Carmichael,acoustic blues,"Sharpsburg, MD, US",9999,9999,0.225658,0.211391,0.04112843692802642
Jackie Moseley,acoustic blues,"Florida, US",9999,9999,0.127733,0.097268,0.0
Ron J Land,acoustic blues,Maryland,9999,9999,0.015813,0.103757,0.0993193921812374
Damon John Wade,acoustic blues,"Connecticut, US",9999,9999,0.165181,0.101275,0.047496863413799606
Blues Society of Central Pa -A Blues Compilation,acoustic blues,Pennsylvania,9999,9999,0.015813,0.098229,0.09402782052845368
Ben Fleming,acoustic blues,"Dallas,Texas,United States",9999,9999,0.129258,0.099627,0.03039569228372118
Lee Asnin,acoustic blues,"Alaska, US",9999,9999,0.009977,0.098702,0.0
Cripple Carpal Clint Lavens,acoustic blues,"Michigan, US",9999,9999,0.057971,0.259508,0.24840904060611388
Liz Lannon,acoustic blues,"Boston, MA, US",9999,9999,0.129098,0.259452,0.24835543568343732
Fred Gatchell,acoustic blues,"Los Angeles, CA, US",9999,9999,0.02579,0.259455,0.24835830737572354
Lost Jim Trio,acoustic blues,Alabama,9999,9999,0.02579,0.259515,0.2484157412214484
Geoffrey Code,acoustic blues,"British Columbia, CA",9999,9999,0.028009,0.259462,0.24836500799105815
David Head,acoustic blues,none,9999,9999,0.061912,0.259524,0.24842435629830711
Bob Kramer,acoustic blues,"Un', Sverdlovsk Oblast, RU",9999,9999,0.229986,0.259393,0.24829895906847452
Emma Wilson Band,acoustic blues,UK - England - London,9999,9999,0.02579,0.25987,0.24875555814198716
John Burdick,acoustic blues,"Sonoma Valley, Centerton, AR, US",9999,9999,0.095092,0.259804,0.24869238091168983
Doug Adams & Dan Hayes,acoustic blues,none,9999,9999,0.125452,0.259403,0.24830853137609535
Velvet & Friends,acoustic blues,"North Rhine-Westphalia, DE",9999,9999,0.109635,0.259632,0.2485277372206119
Fool For Now,acoustic blues,"Siloam Springs,Arkansas,United States",9999,9999,0.115571,0.259634,0.24852965168213603
Samuel Bowen,acoustic blues,United States,9999,9999,0.085308,0.259577,0.24847508952869746
Garrett Doran,acoustic blues,"Portland, OR, US",9999,9999,0.126717,0.259607,0.24850380645155984
Bill Farrow,acoustic blues,UK - England - London,9999,9999,0.02579,0.25953,0.24843009968287963
Peatie Wheatstraw,acoustic blues,none,9999,9999,0.051639,0.257905,0.004204554417741915
Morgen Ruth,acoustic blues,"Portland,Oregon,United States",9999,9999,0.0,0.257041,0.2255790869304822
Dr Goodvibe,acoustic blues,Australia,9999,9999,0.20156,0.256999,0.24600734862405263
terry monaghan,acoustic blues,Ireland,9999,9999,0.110865,0.256902,0.2459144972401308
Rantcaster,acoustic blues,"Oregon, US",9999,9999,0.106612,0.256902,0.2459144972401308
Inlandviews,acoustic blues,CANADA - B.C.,9999,9999,0.114239,0.25727,0.24626675816057658
Palmer & Riner,acoustic blues,none,9999,9999,0.0,0.257198,0.0
Big Daddy Pattman,acoustic blues,"Georgia, US",9999,9999,0.061557,0.257193,0.24619305139189634
Byron Boo Fuller,acoustic blues,"Texas, US",9999,9999,0.0,0.257185,0.0
Zack Carpenter,acoustic blues,"California, US",9999,9999,0.015813,0.25724,0.2462380412377142
John Norland,acoustic blues,United States,9999,9999,0.0,0.256902,0.24593555631689656
Wendy Barmore,acoustic blues,Florida,9999,9999,0.099889,0.256902,0.2459144972401308
Tom Malafarina,acoustic blues,"Wernersville,Pennsylvania,United States",9999,9999,0.100747,0.256902,0.2459144972401308
"Max MacPherson, Jr.",acoustic blues,"New Hampshire, US",9999,9999,0.0,0.256902,0.0
Andrew Holbrook,acoustic blues,"Colorado, US",9999,9999,0.112882,0.256902,0.2459144972401308
Jess & Zeb,acoustic blues,"Saint-Paul, Arrondissement of Saint-Paul, RE",9999,9999,0.126242,0.256902,0.2459144972401308
Frank Schwartz &Teresa Whitaker,acoustic blues,Connecticut,9999,9999,0.0,0.256902,0.0
Robert Holt,acoustic blues,"California, US",9999,9999,0.047394,0.257427,0.24641704339022333
Kathleen Pemble,acoustic blues,"New York, NY, US",9999,9999,0.039907,0.257433,0.24642278677479582
Mick Charles,acoustic blues,Illinois,9999,9999,0.117497,0.255085,0.24417520894542963
Seth Samuels,acoustic blues,"Malibu, CA, US",9999,9999,0.116843,0.255807,0.24486632955565213
Jeremy Luecke,acoustic blues,none,9999,9999,0.079135,0.255192,0.24427763263697228
Bruce Barham,acoustic blues,"Tennessee, US",9999,9999,0.0,0.255192,0.2486493055273962
David Kasch,acoustic blues,"Ohio, US",9999,9999,0.0,0.255192,0.0
